Date,Sensex,WIPRO.BO,BAJAJ-AUTO.BO,HDFCBANK.BO,HEROMOTOCO.BO,TCS.BO,INFY.BO,BAJFINANCE.BO,MARUTI.BO,RELIANCE.BO,TATAMOTORS.BO,ZOMATO.BO,ZEEL.BO,TVSMOTOR.BO,PIDILITIND.BO,NAUKRI.BO,IRCTC.BO,DLF.BO,COLPAL.BO,MFSL.BO,BANKBARODA.BO
2019-01-24,36195.1015625,264.1499938964844,2647.800048828125,1050.949951171875,2788.0,1901.75,732.7999877929688,2631.5,7037.39990234375,1245.4000244140625,175.35000610351562,,434.1000061035156,523.0499877929688,1109.550048828125,1711.800048828125,,177.4499969482422,1321.9000244140625,440.79998779296875,113.1500015258789
2019-01-25,36025.5390625,264.86248779296875,2623.800048828125,1046.9749755859375,2670.050048828125,1919.050048828125,730.2000122070312,2596.35009765625,6516.35009765625,1246.25,173.1999969482422,,319.3500061035156,496.04998779296875,1126.550048828125,1698.949951171875,,157.0500030517578,1287.949951171875,428.75,110.05000305175781
2019-01-28,35656.69921875,266.36248779296875,2563.800048828125,1041.7750244140625,2602.0,1951.949951171875,728.2000122070312,2456.199951171875,6508.5498046875,1229.5999755859375,171.9499969482422,,372.5,479.29998779296875,1103.3499755859375,1671.8499755859375,,163.5500030517578,1265.0999755859375,400.3500061035156,109.19999694824219
2019-01-29,35592.5,268.95001220703125,2566.89990234375,1029.050048828125,2632.14990234375,1983.1500244140625,727.3499755859375,2511.89990234375,6523.2998046875,1210.9000244140625,173.4499969482422,,377.70001220703125,496.04998779296875,1107.6500244140625,1700.9000244140625,,164.9499969482422,1262.4000244140625,410.1499938964844,113.8499984741211
2019-01-30,35591.25,271.875,2498.85009765625,1016.2750244140625,2608.800048828125,1977.8499755859375,724.8499755859375,2596.35009765625,6528.25,1194.800048828125,174.3000030517578,,389.25,491.75,1107.3499755859375,1697.050048828125,,164.35000610351562,1272.0999755859375,418.1499938964844,113.6500015258789
2019-01-31,36256.69140625,276.9750061035156,2553.35009765625,1040.574951171875,2612.050048828125,2014.5999755859375,749.5999755859375,2570.35009765625,6628.0498046875,1227.0999755859375,181.25,,380.45001220703125,500.3500061035156,1116.3499755859375,1746.0,,164.64999389648438,1279.6500244140625,396.29998779296875,112.44999694824219
2019-02-01,36469.4296875,278.51251220703125,2602.699951171875,1045.824951171875,2807.35009765625,2030.75,756.5499877929688,2627.550048828125,6956.5498046875,1247.300048828125,181.75,,356.5,515.4500122070312,1121.949951171875,1735.1500244140625,,165.75,1295.1500244140625,375.54998779296875,110.94999694824219
2019-02-04,36582.73828125,278.32501220703125,2646.10009765625,1053.5,2781.449951171875,2047.1500244140625,755.6500244140625,2594.050048828125,6968.0498046875,1291.1500244140625,180.3000030517578,,348.5,499.8500061035156,1118.949951171875,1727.9000244140625,,163.25,1289.0999755859375,370.95001220703125,110.19999694824219
2019-02-05,36616.80859375,276.4125061035156,2712.5,1057.449951171875,2855.39990234375,2044.3499755859375,754.25,2602.14990234375,7096.0,1290.300048828125,175.5500030517578,,365.29998779296875,497.79998779296875,1121.300048828125,1758.199951171875,,159.85000610351562,1292.9000244140625,367.3999938964844,108.25
2019-02-06,36975.23046875,279.0375061035156,2771.449951171875,1061.5,2875.14990234375,2077.85009765625,762.6500244140625,2707.64990234375,7191.10009765625,1309.8499755859375,178.1999969482422,,387.95001220703125,491.0,1123.6500244140625,1734.25,,160.0500030517578,1294.25,374.3500061035156,109.0
