Date,AXISBANK.NS,BHARTIARTL.NS,HEROMOTOCO.NS,HINDUNILVR.NS,INFY.NS,MARUTI.NS,RELIANCE.NS,TCS.NS,TITAN.NS,WIPRO.NS
2022-09-01,732.4525756835938,796.2424926757812,2456.74853515625,2637.436279296875,1343.9173583984375,8745.84765625,2369.38037109375,2887.16552734375,2598.531005859375,392.4443664550781
2022-10-01,905.076416015625,828.1957397460938,2579.769287109375,2494.8759765625,1462.007568359375,9438.7763671875,2540.62548828125,3068.396484375,2752.581787109375,384.77960205078125
2022-11-01,900.3312377929688,844.869140625,2748.470458984375,2625.60107421875,1571.509765625,8890.486328125,2721.735595703125,3266.7578125,2644.432373046875,405.03643798828125
2022-12-01,932.798095703125,802.4141235351562,2639.520751953125,2521.806884765625,1449.6778564453125,8316.3388671875,2538.23388671875,3137.56298828125,2589.111572265625,390.95123291015625
2023-01-01,870.71142578125,766.77783203125,2663.03564453125,2537.266357421875,1474.236572265625,8812.37109375,2345.564453125,3235.831787109375,2369.47314453125,397.0233154296875
2023-02-01,843.239501953125,738.8560791015625,2331.3671875,2422.9453125,1429.8292236328125,8543.947265625,2314.374755859375,3256.311279296875,2365.13720703125,386.2262878417969
2023-03-01,857.6248168945312,745.5752563476562,2321.23291015625,2521.117919921875,1372.541748046875,8214.8447265625,2322.8447265625,3151.1865234375,2506.778076171875,364.47271728515625
2023-04-01,859.123291015625,795.6452026367188,2530.13232421875,2419.646728515625,1204.14013671875,8509.4716796875,2411.979736328125,3164.30859375,2633.318359375,384.1806640625
2023-05-01,913.9173583984375,846.013916015625,2729.1923828125,2626.675048828125,1267.1466064453125,9280.3671875,2461.205810546875,3233.360107421875,2814.132568359375,402.7909851074219
2023-06-01,986.443359375,874.73193359375,2877.721435546875,2637.11279296875,1283.67919921875,9697.7890625,2541.273193359375,3245.892333984375,3037.8076171875,388.32183837890625
2023-07-01,952.9276123046875,885.8309936523438,3168.0546875,2542.1552734375,1338.3765869140625,9729.193359375,2540.276611328125,3388.0693359375,2994.3486328125,404.18798828125
2023-08-01,973.5,852.4841918945312,2915.949951171875,2486.811279296875,1417.1075439453125,9910.537109375,2398.52734375,3332.694091796875,3104.449951171875,407.5308532714844
2023-09-01,1036.699951171875,926.4000244140625,3057.25,2447.6484375,1417.1075439453125,10610.599609375,2345.0,3503.26025390625,3148.800048828125,405.18585205078125
2023-10-01,981.8499755859375,914.4000244140625,3088.35009765625,2465.914306640625,1350.9144287109375,10392.2998046875,2287.89990234375,3344.55810546875,3189.64990234375,380.9874572753906
2023-11-01,1074.25,1014.7000122070312,3819.050048828125,2527.016357421875,1455.1500244140625,10608.7001953125,2377.449951171875,3471.51416015625,3490.60009765625,412.17095947265625
2023-12-01,1102.300048828125,1032.199951171875,4139.5498046875,2663.949951171875,1542.9000244140625,10302.349609375,2584.949951171875,3775.903564453125,3675.449951171875,470.2969970703125
2024-01-01,1067.75,1170.699951171875,4621.5498046875,2481.550048828125,1660.9000244140625,10186.900390625,2853.25,3798.349609375,3697.550048828125,477.1324462890625
